benchmark,n_queries,arm/method,metric,value,source_file,status,notes
PerLTQA,8265,weighted,latency_us_query_prepare_score,3.2656,/mnt/c/Users/MDP/dev/llmzip-work/incoming_20260916/files/LLMZIP_HIZ_GENELLEME_OZET_2026-09-16.json,CLAIM,"producer micro-timing, not quality"
PerLTQA,8265,weighted,latency_us_query_prepare_top10,16.9339,/mnt/c/Users/MDP/dev/llmzip-work/incoming_20260916/files/LLMZIP_HIZ_GENELLEME_OZET_2026-09-16.json,CLAIM,"producer micro-timing, not quality"
PerLTQA,8265,weighted_simd,latency_us_score_only,1.3084,/mnt/c/Users/MDP/dev/llmzip-work/incoming_20260916/files/LLMZIP_HIZ_GENELLEME_OZET_2026-09-16.json,CLAIM,"producer micro-timing, not quality"
PerLTQA,8265,weighted_simd,latency_us_query_prepare_score,1.6105,/mnt/c/Users/MDP/dev/llmzip-work/incoming_20260916/files/LLMZIP_HIZ_GENELLEME_OZET_2026-09-16.json,CLAIM,"producer micro-timing, not quality"
PerLTQA,8265,weighted_simd,latency_us_query_prepare_top10,15.3769,/mnt/c/Users/MDP/dev/llmzip-work/incoming_20260916/files/LLMZIP_HIZ_GENELLEME_OZET_2026-09-16.json,CLAIM,"producer micro-timing, not quality"
PerLTQA,8265,float32,latency_us_score_only,3.0656,/mnt/c/Users/MDP/dev/llmzip-work/incoming_20260916/files/LLMZIP_HIZ_GENELLEME_OZET_2026-09-16.json,CLAIM,"producer micro-timing, not quality"
PerLTQA,8265,float32,latency_us_query_prepare_score,2.7547,/mnt/c/Users/MDP/dev/llmzip-work/incoming_20260916/files/LLMZIP_HIZ_GENELLEME_OZET_2026-09-16.json,CLAIM,"producer micro-timing, not quality"
PerLTQA,8265,float32,latency_us_query_prepare_top10,16.5093,/mnt/c/Users/MDP/dev/llmzip-work/incoming_20260916/files/LLMZIP_HIZ_GENELLEME_OZET_2026-09-16.json,CLAIM,"producer micro-timing, not quality"
RealTalk,705,hamming,latency_us_score_only,1.1337,/mnt/c/Users/MDP/dev/llmzip-work/incoming_20260916/files/LLMZIP_HIZ_GENELLEME_OZET_2026-09-16.json,CLAIM,"producer micro-timing, not quality"
RealTalk,705,hamming,latency_us_query_prepare_score,1.2687,/mnt/c/Users/MDP/dev/llmzip-work/incoming_20260916/files/LLMZIP_HIZ_GENELLEME_OZET_2026-09-16.json,CLAIM,"producer micro-timing, not quality"
RealTalk,705,hamming,latency_us_query_prepare_top10,20.4102,/mnt/c/Users/MDP/dev/llmzip-work/incoming_20260916/files/LLMZIP_HIZ_GENELLEME_OZET_2026-09-16.json,CLAIM,"producer micro-timing, not quality"
RealTalk,705,weighted,latency_us_score_only,5.8361,/mnt/c/Users/MDP/dev/llmzip-work/incoming_20260916/files/LLMZIP_HIZ_GENELLEME_OZET_2026-09-16.json,CLAIM,"producer micro-timing, not quality"
RealTalk,705,weighted,latency_us_query_prepare_score,6.1524,/mnt/c/Users/MDP/dev/llmzip-work/incoming_20260916/files/LLMZIP_HIZ_GENELLEME_OZET_2026-09-16.json,CLAIM,"producer micro-timing, not quality"
RealTalk,705,weighted,latency_us_query_prepare_top10,24.4062,/mnt/c/Users/MDP/dev/llmzip-work/incoming_20260916/files/LLMZIP_HIZ_GENELLEME_OZET_2026-09-16.json,CLAIM,"producer micro-timing, not quality"
RealTalk,705,weighted_simd,latency_us_score_only,2.2339,/mnt/c/Users/MDP/dev/llmzip-work/incoming_20260916/files/LLMZIP_HIZ_GENELLEME_OZET_2026-09-16.json,CLAIM,"producer micro-timing, not quality"
RealTalk,705,weighted_simd,latency_us_query_prepare_score,2.565,/mnt/c/Users/MDP/dev/llmzip-work/incoming_20260916/files/LLMZIP_HIZ_GENELLEME_OZET_2026-09-16.json,CLAIM,"producer micro-timing, not quality"
RealTalk,705,weighted_simd,latency_us_query_prepare_top10,20.3796,/mnt/c/Users/MDP/dev/llmzip-work/incoming_20260916/files/LLMZIP_HIZ_GENELLEME_OZET_2026-09-16.json,CLAIM,"producer micro-timing, not quality"
RealTalk,705,float32,latency_us_score_only,5.3767,/mnt/c/Users/MDP/dev/llmzip-work/incoming_20260916/files/LLMZIP_HIZ_GENELLEME_OZET_2026-09-16.json,CLAIM,"producer micro-timing, not quality"
RealTalk,705,float32,latency_us_query_prepare_score,4.7809,/mnt/c/Users/MDP/dev/llmzip-work/incoming_20260916/files/LLMZIP_HIZ_GENELLEME_OZET_2026-09-16.json,CLAIM,"producer micro-timing, not quality"
RealTalk,705,float32,latency_us_query_prepare_top10,23.5254,/mnt/c/Users/MDP/dev/llmzip-work/incoming_20260916/files/LLMZIP_HIZ_GENELLEME_OZET_2026-09-16.json,CLAIM,"producer micro-timing, not quality"
LoCoMo,1531,hamming,latency_us_score_only,0.9088,/mnt/c/Users/MDP/dev/llmzip-work/incoming_20260916/files/LLMZIP_HIZ_GENELLEME_OZET_2026-09-16.json,CLAIM,"producer micro-timing, not quality"
LoCoMo,1531,hamming,latency_us_query_prepare_score,1.0818,/mnt/c/Users/MDP/dev/llmzip-work/incoming_20260916/files/LLMZIP_HIZ_GENELLEME_OZET_2026-09-16.json,CLAIM,"producer micro-timing, not quality"
LoCoMo,1531,hamming,latency_us_query_prepare_top10,17.2839,/mnt/c/Users/MDP/dev/llmzip-work/incoming_20260916/files/LLMZIP_HIZ_GENELLEME_OZET_2026-09-16.json,CLAIM,"producer micro-timing, not quality"
LoCoMo,1531,weighted,latency_us_score_only,4.2115,/mnt/c/Users/MDP/dev/llmzip-work/incoming_20260916/files/LLMZIP_HIZ_GENELLEME_OZET_2026-09-16.json,CLAIM,"producer micro-timing, not quality"
LoCoMo,1531,weighted,latency_us_query_prepare_score,4.3766,/mnt/c/Users/MDP/dev/llmzip-work/incoming_20260916/files/LLMZIP_HIZ_GENELLEME_OZET_2026-09-16.json,CLAIM,"producer micro-timing, not quality"
LoCoMo,1531,weighted,latency_us_query_prepare_top10,20.4432,/mnt/c/Users/MDP/dev/llmzip-work/incoming_20260916/files/LLMZIP_HIZ_GENELLEME_OZET_2026-09-16.json,CLAIM,"producer micro-timing, not quality"
LoCoMo,1531,weighted_simd,latency_us_score_only,1.7274,/mnt/c/Users/MDP/dev/llmzip-work/incoming_20260916/files/LLMZIP_HIZ_GENELLEME_OZET_2026-09-16.json,CLAIM,"producer micro-timing, not quality"
LoCoMo,1531,weighted_simd,latency_us_query_prepare_score,1.9802,/mnt/c/Users/MDP/dev/llmzip-work/incoming_20260916/files/LLMZIP_HIZ_GENELLEME_OZET_2026-09-16.json,CLAIM,"producer micro-timing, not quality"
LoCoMo,1531,weighted_simd,latency_us_query_prepare_top10,17.7094,/mnt/c/Users/MDP/dev/llmzip-work/incoming_20260916/files/LLMZIP_HIZ_GENELLEME_OZET_2026-09-16.json,CLAIM,"producer micro-timing, not quality"
LoCoMo,1531,float32,latency_us_score_only,3.9506,/mnt/c/Users/MDP/dev/llmzip-work/incoming_20260916/files/LLMZIP_HIZ_GENELLEME_OZET_2026-09-16.json,CLAIM,"producer micro-timing, not quality"
LoCoMo,1531,float32,latency_us_query_prepare_score,3.5661,/mnt/c/Users/MDP/dev/llmzip-work/incoming_20260916/files/LLMZIP_HIZ_GENELLEME_OZET_2026-09-16.json,CLAIM,"producer micro-timing, not quality"
LoCoMo,1531,float32,latency_us_query_prepare_top10,19.4251,/mnt/c/Users/MDP/dev/llmzip-work/incoming_20260916/files/LLMZIP_HIZ_GENELLEME_OZET_2026-09-16.json,CLAIM,"producer micro-timing, not quality"
LoCoMo,1531,hamming -> weighted,delta-Hit@10-pp,4.5795,/mnt/c/Users/MDP/dev/llmzip-work/incoming_20260916/files/LLMZIP_HIZ_GENELLEME_OZET_2026-09-16.json,CLAIM,"exploratory paired archive bootstrap 95CI [3.004443369943782, 6.373749586640211]; 10 clusters, not confirmatory"
LoCoMo,1531,asym_raw -> weighted,delta-Hit@10-pp,0.3919,/mnt/c/Users/MDP/dev/llmzip-work/incoming_20260916/files/LLMZIP_HIZ_GENELLEME_OZET_2026-09-16.json,CLAIM,"exploratory paired archive bootstrap 95CI [-1.655656568316371, 2.2508133829109576]; 10 clusters, not confirmatory"
LoCoMo,1531,float_std64 -> weighted,delta-Hit@10-pp,-3.7884,/mnt/c/Users/MDP/dev/llmzip-work/incoming_20260916/files/LLMZIP_HIZ_GENELLEME_OZET_2026-09-16.json,CLAIM,"exploratory paired archive bootstrap 95CI [-4.407718029578078, -3.129161118508655]; 10 clusters, not confirmatory"
PerLTQA,8265,base_sign,FR@3,0.488945,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/asymmetric/REPORT.md,CLAIM,producer exact FR@3; gate PASS 1e-12 on all 3 benches
PerLTQA,8265,sign_only8,FR@3,0.493269,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/asymmetric/REPORT.md,CLAIM,producer exact FR@3; gate PASS 1e-12 on all 3 benches
PerLTQA,8265,asym,FR@3,0.535251,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/asymmetric/REPORT.md,CLAIM,producer exact FR@3; gate PASS 1e-12 on all 3 benches
PerLTQA,8265,float_raw,FR@3,0.551692,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/asymmetric/REPORT.md,CLAIM,producer exact FR@3; gate PASS 1e-12 on all 3 benches
PerLTQA,8265,float_std,FR@3,0.565755,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/asymmetric/REPORT.md,CLAIM,producer exact FR@3; gate PASS 1e-12 on all 3 benches
LME,470,base_sign,FR@3,0.542134,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/asymmetric/REPORT.md,CLAIM,producer exact FR@3; gate PASS 1e-12 on all 3 benches
LME,470,sign_only8,FR@3,0.542447,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/asymmetric/REPORT.md,CLAIM,producer exact FR@3; gate PASS 1e-12 on all 3 benches
LME,470,asym,FR@3,0.506489,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/asymmetric/REPORT.md,CLAIM,producer exact FR@3; gate PASS 1e-12 on all 3 benches
LME,470,float_raw,FR@3,0.441596,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/asymmetric/REPORT.md,CLAIM,producer exact FR@3; gate PASS 1e-12 on all 3 benches
LME,470,float_std,FR@3,0.557447,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/asymmetric/REPORT.md,CLAIM,producer exact FR@3; gate PASS 1e-12 on all 3 benches
REALTALK,705,base_sign,FR@3,0.225535,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/asymmetric/REPORT.md,CLAIM,producer exact FR@3; gate PASS 1e-12 on all 3 benches
REALTALK,705,sign_only8,FR@3,0.224481,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/asymmetric/REPORT.md,CLAIM,producer exact FR@3; gate PASS 1e-12 on all 3 benches
REALTALK,705,asym,FR@3,0.200596,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/asymmetric/REPORT.md,CLAIM,producer exact FR@3; gate PASS 1e-12 on all 3 benches
REALTALK,705,float_raw,FR@3,0.172534,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/asymmetric/REPORT.md,CLAIM,producer exact FR@3; gate PASS 1e-12 on all 3 benches
REALTALK,705,float_std,FR@3,0.2291,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/asymmetric/REPORT.md,CLAIM,producer exact FR@3; gate PASS 1e-12 on all 3 benches
PerLTQA,8265,base_sign,nDCG@3,0.456582,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/asymmetric/REPORT.md,CLAIM,producer binary unique-gold nDCG@3
PerLTQA,8265,sign_only8,nDCG@3,0.460308,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/asymmetric/REPORT.md,CLAIM,producer binary unique-gold nDCG@3
PerLTQA,8265,asym,nDCG@3,0.500376,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/asymmetric/REPORT.md,CLAIM,producer binary unique-gold nDCG@3
PerLTQA,8265,float_raw,nDCG@3,0.522413,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/asymmetric/REPORT.md,CLAIM,producer binary unique-gold nDCG@3
PerLTQA,8265,float_std,nDCG@3,0.535975,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/asymmetric/REPORT.md,CLAIM,producer binary unique-gold nDCG@3
LME,470,base_sign,nDCG@3,0.496111,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/asymmetric/REPORT.md,CLAIM,producer binary unique-gold nDCG@3
LME,470,asym,nDCG@3,0.459154,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/asymmetric/REPORT.md,CLAIM,producer binary unique-gold nDCG@3
LME,470,float_raw,nDCG@3,0.404332,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/asymmetric/REPORT.md,CLAIM,producer binary unique-gold nDCG@3
LME,470,float_std,nDCG@3,0.521686,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/asymmetric/REPORT.md,CLAIM,producer binary unique-gold nDCG@3
REALTALK,705,base_sign,nDCG@3,0.199889,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/asymmetric/REPORT.md,CLAIM,producer binary unique-gold nDCG@3
REALTALK,705,asym,nDCG@3,0.176364,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/asymmetric/REPORT.md,CLAIM,producer binary unique-gold nDCG@3
REALTALK,705,float_raw,nDCG@3,0.161409,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/asymmetric/REPORT.md,CLAIM,producer binary unique-gold nDCG@3
REALTALK,705,float_std,nDCG@3,0.20546,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/asymmetric/REPORT.md,CLAIM,producer binary unique-gold nDCG@3
PerLTQA-events,4346,asym-vs-base,FR@3-contrast-pp,4.6306,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/asymmetric/REPORT.md,CLAIM,"descriptive cluster-bootstrap CI [3.73,5.63]; asym loses on profile slice (n=333)"
PerLTQA,8265,sym,FR@3,0.4889,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/b8/REPORT.md,CLAIM,producer exact FR@3; gate PASS
PerLTQA,8265,asym,FR@3,0.5353,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/b8/REPORT.md,CLAIM,producer exact FR@3; gate PASS
PerLTQA,8265,b8,FR@3,0.5358,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/b8/REPORT.md,CLAIM,producer exact FR@3; gate PASS
PerLTQA,8265,sign88,FR@3,0.5269,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/b8/REPORT.md,CLAIM,producer exact FR@3; gate PASS
PerLTQA,8265,float,FR@3,0.5517,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/b8/REPORT.md,CLAIM,producer exact FR@3; gate PASS
PerLTQA,8265,float_std,FR@3,0.5658,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/b8/REPORT.md,CLAIM,producer exact FR@3; gate PASS
LME,470,sym,FR@3,0.5421,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/b8/REPORT.md,CLAIM,producer exact FR@3; gate PASS
LME,470,asym,FR@3,0.5065,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/b8/REPORT.md,CLAIM,producer exact FR@3; gate PASS
LME,470,b8,FR@3,0.4821,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/b8/REPORT.md,CLAIM,producer exact FR@3; gate PASS
LME,470,sign88,FR@3,0.4902,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/b8/REPORT.md,CLAIM,producer exact FR@3; gate PASS
LME,470,float,FR@3,0.4416,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/b8/REPORT.md,CLAIM,producer exact FR@3; gate PASS
LME,470,float_std,FR@3,0.5574,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/b8/REPORT.md,CLAIM,producer exact FR@3; gate PASS
REALTALK,705,sym,FR@3,0.2255,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/b8/REPORT.md,CLAIM,producer exact FR@3; gate PASS
REALTALK,705,asym,FR@3,0.2006,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/b8/REPORT.md,CLAIM,producer exact FR@3; gate PASS
REALTALK,705,b8,FR@3,0.1785,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/b8/REPORT.md,CLAIM,producer exact FR@3; gate PASS
REALTALK,705,sign88,FR@3,0.1861,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/b8/REPORT.md,CLAIM,producer exact FR@3; gate PASS
REALTALK,705,float,FR@3,0.1725,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/b8/REPORT.md,CLAIM,producer exact FR@3; gate PASS
REALTALK,705,float_std,FR@3,0.2291,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/b8/REPORT.md,CLAIM,producer exact FR@3; gate PASS
PerLTQA,8265,b8-asym,FR@3-contrast-pp,0.058,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/b8/REPORT.md,CLAIM,"primary d=+0.00058 CI[-0.00493,+0.00581] spans zero: NOT equivalence"
LME,470,b8-asym,FR@3-contrast-pp,-2.436,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/b8/REPORT.md,CLAIM,"d=-0.02436 CI[-0.04273,-0.00727]"
REALTALK,705,b8-asym,FR@3-contrast-pp,-2.214,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/b8/REPORT.md,CLAIM,"d=-0.02214 CI[-0.03158,-0.01314]"
PerLTQA,8265,sym,nDCG@3-corrected,0.4566,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/retrieval_review/REPORT.md,CLAIM,"B8 original sym nDCG had S1 metric bug (overcount B/take); corrected by independent replay, FR unchanged maxerr 0.0"
LME,470,sym,nDCG@3-corrected,0.4961,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/retrieval_review/REPORT.md,CLAIM,corrected; only sym column changed (35 LME rows)
REALTALK,705,sym,nDCG@3-corrected,0.1999,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/retrieval_review/REPORT.md,CLAIM,corrected; only sym column changed (31 RT rows)
PerLTQA,8265,sym,means_percent(FR@3x100),48.8945,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,coordinator independent packed-score replay; FR maxerr 0.0 all arms
PerLTQA,8265,asym,means_percent(FR@3x100),53.5251,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,coordinator independent packed-score replay; FR maxerr 0.0 all arms
PerLTQA,8265,b8,means_percent(FR@3x100),53.5834,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,coordinator independent packed-score replay; FR maxerr 0.0 all arms
PerLTQA,8265,sign88,means_percent(FR@3x100),52.688,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,coordinator independent packed-score replay; FR maxerr 0.0 all arms
PerLTQA,8265,float,means_percent(FR@3x100),55.1692,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,coordinator independent packed-score replay; FR maxerr 0.0 all arms
PerLTQA,8265,float_std,means_percent(FR@3x100),56.5755,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,coordinator independent packed-score replay; FR maxerr 0.0 all arms
PerLTQA,8265,sym,nDCG-corrected,0.4566,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,post-S1-fix nDCG
PerLTQA,8265,asym,nDCG-corrected,0.5004,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,post-S1-fix nDCG
PerLTQA,8265,b8,nDCG-corrected,0.4983,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,post-S1-fix nDCG
PerLTQA,8265,sign88,nDCG-corrected,0.492,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,post-S1-fix nDCG
PerLTQA,8265,asym-sym,contrast-pp,4.6306,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,"descriptive 95CI [3.7291029988877513, 5.629337583564781]"
PerLTQA,8265,b8-asym,contrast-pp,0.0583,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,"descriptive 95CI [-0.4933819380571298, 0.5814071335896139]"
PerLTQA,8265,b8-sign88,contrast-pp,0.8954,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,"descriptive 95CI [0.39957321429046794, 1.3959959744201953]"
LME,470,sym,means_percent(FR@3x100),54.2134,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,coordinator independent packed-score replay; FR maxerr 0.0 all arms
LME,470,asym,means_percent(FR@3x100),50.6489,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,coordinator independent packed-score replay; FR maxerr 0.0 all arms
LME,470,b8,means_percent(FR@3x100),48.2128,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,coordinator independent packed-score replay; FR maxerr 0.0 all arms
LME,470,sign88,means_percent(FR@3x100),49.0177,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,coordinator independent packed-score replay; FR maxerr 0.0 all arms
LME,470,float,means_percent(FR@3x100),44.1596,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,coordinator independent packed-score replay; FR maxerr 0.0 all arms
LME,470,float_std,means_percent(FR@3x100),55.7447,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,coordinator independent packed-score replay; FR maxerr 0.0 all arms
LME,470,sym,nDCG-corrected,0.4961,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,post-S1-fix nDCG
LME,470,asym,nDCG-corrected,0.4592,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,post-S1-fix nDCG
LME,470,b8,nDCG-corrected,0.432,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,post-S1-fix nDCG
LME,470,sign88,nDCG-corrected,0.4426,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,post-S1-fix nDCG
LME,470,asym-sym,contrast-pp,-3.5644,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,"descriptive 95CI [-6.0610963356974, -1.1377807328605227]"
LME,470,b8-asym,contrast-pp,-2.4362,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,"descriptive 95CI [-4.27322695035461, -0.7269503546099292]"
LME,470,b8-sign88,contrast-pp,-0.805,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,"descriptive 95CI [-2.4291666666666667, 0.8441489361702118]"
REALTALK,705,sym,means_percent(FR@3x100),22.5535,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,coordinator independent packed-score replay; FR maxerr 0.0 all arms
REALTALK,705,asym,means_percent(FR@3x100),20.0596,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,coordinator independent packed-score replay; FR maxerr 0.0 all arms
REALTALK,705,b8,means_percent(FR@3x100),17.8456,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,coordinator independent packed-score replay; FR maxerr 0.0 all arms
REALTALK,705,sign88,means_percent(FR@3x100),18.6142,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,coordinator independent packed-score replay; FR maxerr 0.0 all arms
REALTALK,705,float,means_percent(FR@3x100),17.2534,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,coordinator independent packed-score replay; FR maxerr 0.0 all arms
REALTALK,705,float_std,means_percent(FR@3x100),22.91,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,coordinator independent packed-score replay; FR maxerr 0.0 all arms
REALTALK,705,sym,nDCG-corrected,0.1999,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,post-S1-fix nDCG
REALTALK,705,asym,nDCG-corrected,0.1764,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,post-S1-fix nDCG
REALTALK,705,b8,nDCG-corrected,0.1611,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,post-S1-fix nDCG
REALTALK,705,sign88,nDCG-corrected,0.1675,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,post-S1-fix nDCG
REALTALK,705,asym-sym,contrast-pp,-2.4939,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,"descriptive 95CI [-4.146675657448284, -0.9322399588286441]"
REALTALK,705,b8-asym,contrast-pp,-2.214,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,"descriptive 95CI [-3.1584373943871613, -1.314404779783632]"
REALTALK,705,b8-sign88,contrast-pp,-0.7685,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/coordinator_retrieval/VERIFIED.json,CLAIM,"descriptive 95CI [-1.8896209420358978, 0.333080323852135]"
PerLTQA,8265,base,FR@3,0.488945,/mnt/c/Users/MDP/dev/llmzip-work/residual8_pilot_r1/coordinator/VERIFIED_RESULTS.json,CLAIM,coordinator reaggregation; historical gate maxdiff 0.0
PerLTQA,8265,sign_only8,FR@3,0.493269,/mnt/c/Users/MDP/dev/llmzip-work/residual8_pilot_r1/coordinator/VERIFIED_RESULTS.json,CLAIM,coordinator reaggregation; historical gate maxdiff 0.0
